081 VENUS INTERNATIONAL COLLEGE OF TECH., GANDHINAGAR ,
082 Dr. Jivraj Mehta Institute of Technology,Gujarat,
083 Dr. Subhahsh Pethaljibhai Chavda Ahir Kelvani Mandal`s Group of Institutions-Engg,Gujarat,
084 Faculty of Engg., ISROLI (AFWA),
085 HJD INSTITUTE OF TECHNICAL EDUCATION AND RESERCH,Gujarat,
086 Laxmi Institute of Technology,Gujarat,
087 PARUL INSTITUTE OF TECH., VAGHODIA ,
088 SAMARTH COLLEGE OF ENGINEERING & TECHNOLOGY,Gujarat,
089 Shri Labhubhai Trivedi Institute of Engineering And Technology,Gujarat,
090 Tatva Institute of Technological Studies,Gujarat,
091 SHRI SATSANGI SAKETDHAM `RAM ASHRAM` GROUP OF INSTITUTIONS,Gujarat,
092 VEERAYATAN GROUP OF INSTITUTIONS FACULTY OF ENGG. ,Kachchh,
093 ARRDKETA INSTITUTE OF TECHNOLOGY RASHIWAD,Gujarat,
095 INSTITUTE OF TECHNOLOGY AND MANAGEMENT UNIVERSE VAGHODIA,Gujarat,
096 Marwadi Education Foundations Group of Institutions (SFI),Gujarat,
098 HANSABA COLLEGE OF ENGINEERING & TECHNOLOGY,Gujarat,
099 SHROFF S R ROTARY INSTITUTE OF CHEMICAL TECHNOLOGY VATARIA,Gujarat,
100 LEADS INSTITUTE OF TECHNOLOGY & ENGINEERING MATAR,Gujarat,
101 IPCOWALA INSTITUTE OF ENGINEERING & TECHNOLOGY DHARMAJ,Gujarat,
102 OM ENGINEERING COLLEGE CHOKLI,Gujarat,
103 OM INSTITUTE OF TECHNOLOGY VANTAVACHHODA,Gujarat,
107 SHRI J M SABVA INSTITUTE OF ENGINEERING & TECHNOLOGY,Gujarat,
201 A.R.COLLEGE OF PHARMACY & G.H.P. INSTITUTE OF PHARMACY,Gujarat,
202 A.R.COLLEGE OF PHARMACY & G.H.P. INSTITUTE OF PHARMACY,Gujarat,
203 AKSHAR-PREET INSTITUTE OF PHARMACY,Gujarat,
205 ANAND PHARMACY COLLEGE,Gujarat,
206 A-ONE PHARMACY COLLEGE,Gujarat,
207 A.P.M.C. COLLEGE OF PHARMACEUTICAL EDUCATION AND RESEARCH,Gujarat,
208 ARIHANT SCHOOL OF PHARMACY,Gujarat,
209 ATMIYA PHARMACY COLLEGE,Gujarat,
210 ATMIYA INSTITUTE OF PHARMACY,Gujarat,
211 AVANTIKA EDUCATION TRUST B.PHARMACY COLLEGE,Gujarat,
212 B.K.MODI GOVERMENT PHARMACY COLLEGE,Gujarat,
213 BABARIA INSTITUTE OF PHARMACY,Gujarat,
214 PARUL INSTITUTE OF PHARMACY & RESEARCH ,Vadodara,
215 BHAGVAN MAHAVIR PHARMACY COLLEGE,Gujarat,
216 C.K.PITHAWALA INSTITUTE OF PHARMACETICAL SCIENCE RESEARCH,Gujarat,
217 C.U. SHAH COLLEGE OF PHARMACY & RESEARCH,Gujarat,
219 G.H.B. PHARMACY COLLEGE,Gujarat,
220 B. PHARMACY COLLEGE,Gujarat,
223 INDUKAKA IPCOWALA COLLEGE OF PHARMACY,Gujarat,
224 K.B.RAVAL COLLEGE OF PHARMACY,Gujarat,
225 KALOL INSTITUTE OF PHARMACY,Gujarat,
226 L.B.RAO COLLEGE OF PHARMACEUTICAL EDU. AND RES.,Gujarat,
227 L.J.INSTITUTE OF PHARMACY,Gujarat,
228 L.M.COLLEGE OF PHARMACY,Gujarat,
229 M.P.PATEL COLLEGE OF PHARMACY,Gujarat,
231 N.R.VEKARIA INSTITUTE OF PHARMACY,Gujarat,
232 NOOTAN PHARMACY COLLEGE,Gujarat,
233 PARUL INSTITUTE OF PHARMACY,Gujarat,
235 PIONEER PHARMACY COLLEGE,Gujarat,
238 RADHE SCHOOL OF PHARMACY,Gujarat,
239 ROFEL, VAPI ,
240 B. S. PATEL PHARMACY COLLEGE,Gujarat,
241 DHARMAJ DEGREE PHARMACY COLLEGE,Gujarat,
242 SARASWATI INSTITUTE OF PHARMACEUTICAL SCIENCES,Gujarat,
244 SARDAR PATEL COLLEGE OF PHARMACY COLLEGE,Gujarat,
245 SARVJANIK PHARMACY COLLEGE,Gujarat,
246 SAT KAIVAL COLLEGE OF PHARMACY,Gujarat,
247 SHARDA SCHOOL OF PHARMACY,Gujarat,
249 S.S.INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH,Gujarat,
250 SHREE H.N.SHUKLA INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH,Gujarat,
251 SHREE LEUVA PATEL TRUST PHARMACY MAHILA COLLEGE,Gujarat,
252 SHRI B.M.SHAH COLLEGE OF PHARMACEUTICAL EDUCATION AND RESEARCH,Gujarat,
253 K.V.VIRANI INSTITUTE OF PHARMACY AND RESEARCH CENTRE,Gujarat,
254 SHRI DHANVANTARY PHARMACY COLLEGE,Gujarat,
255 SHREE KRISHNA INSTITUTE OF PHARMACY,Gujarat,
256 SHRI SAMANVAY INSTITUTE OF PHARMACY,Gujarat,
258 SHRI SWAMINARAYAN COLLEGE OF PHARMACY,Gujarat,
259 SHREE SWAMINARAYAN PHARMACY COLLEGE,Gujarat,
260 SHRI SWAMINARAYAN SANSKAR PHARMACY COLLEGE,Gujarat,
261 SIGMA INSTITUTE OF PHARMACY,Gujarat,
262 SMT NILABEN MANUBHAI PADALIA PHARMACY COLLEGE,Gujarat,
263 SMT R. D. GARDI B. PHARMACY COLLEGE,Gujarat,
264 SURYABEN JASHUBHAI THAKKAR PHARMACY COLLEGE,Gujarat,
265 SWAMINARAYAN PHARMACY COLLEGE,Gujarat,
266 MATUSHREE V.B.MANVAR COLLEGE OF PHARMACY,Gujarat,
267 VEERAYATAN INSTITUTE OF PHARMACY,Gujarat,
268 VIDHYABHARTI TRUST COLLEGE OF PHARMACY,Gujarat,
273 I. K. PATEL COLLEGE OF PHARMACEUTICAL EDU. & RESEARCH,Gujarat,
274 LAXMINARAYAN DEV COLLEGE OF PHARMACY, BHARUCH ,
275 R. H. PATEL COLLEGE OF PHARMACY, ANAND ,
277 SAL INSTITUTE OF PHARMACY,Gujarat,
278 SHANKARSINH VAGHELA BAPU INSTITUTE OF PHARMACY, GANDHINAGAR ,
282 SHIVAM PHARMACEUTICAL STUDIES & RESEARCH CENTER ,Anand,
283 SHREE MUKUNDLAL VITTHALDAS SHAH PHARMACY COLLEGE, SABARKANTHA ,
284 SMT.. R. B. PATEL MAHILA PHARMACY COLLEGE,ATKOT ,
286 SMT. S. M. SHAH PHAMACY COLLEGE,Gujarat,
287 DR. SUBHASH PETHALJIBHAI CHAVDA AHIR KELVANI MANDAL'S GROUP OF INSTITUTION-PHARMACY ,Junagadh,
401 A. R. COLLEGE OF PHARMACY & G.H.P. INSTITUTE OF PHARMACY(Diploma),Gujarat,
403 B. K. Mody Govt.Pharmacy College (Diploma),Gujarat,
406 Dr. Dayaram Patel Pharmacy College (Diploma), Surat ,
408 L. M. College Of Pharmacy (Diploma) ,Ahmadabad,
409 M. N. College Of Pharmacy (Diploma),Gujarat,
414 Shantilal Shah Pharmacy College (Diploma) ,Bhavnagar,
415 Shri B. M. Shah College Of Pharmacy (Diploma),Gujarat,
417 Tolani Institute Of Pharmacy (Diploma),Gujarat,
501 Anand Institute of Information Science (SFI)-Anand ,Anand,
502 ATMIYA INSTITUTE OF TECH & SC.,RAJKOT ,
503 B. H. Gardi College of Engineering & Technology (SFI)-Rajkot ,Rajkot,
504 Bhagwan Mahavir College of Management-Surat (MCA ) (SFI) ,Surat,
505 C. U. Shah College of Master of Computer Application (SFI)-Surendranagar ,Surendranagar,
506 Chaudhari Technical Institute (Womens College) - MCA (SFI) - Gandhinagar ,Gandhinagar,
507 D.L.Patel Institute of Management & Technology,Gujarat,
509 GLS Institute of Computer Technology (MCA Program) (SFI)-Ahmedabad ,Ahmadabad,
511 Institute of Science & Technology for Advanced Studies & Research (ISTAR)(SFI),Gujarat,
513 K.P.Patel School of Management and Computer Studies (KSMCS) -MCA Programmme.(SFI)-Kapadwanj ,Kheda,
514 Kalol Institute of Management (SFI) (MCA Programme) ,Gandhinagar,
515 Laljibhai Chaturbhai Institute of Technology (SFI),Mehsana. ,
516 L D College Of Engineering(GIA)-Ahmedabad ,Ahmadabad,
517 L.J.Institute of Computer Applications (SFI)-Ahmedabad ,Ahmadabad,
518 L.J.Institute of Computer Applications(SFI)-Ahmedabad ,Ahmadabad,
519 L.J.Institue of Management Studies(SFI)-Ahmedabad ,Ahmadabad,
520 Laxmi Institute of Computer Applications (MCA) (SFI),Gujarat,
522 Marwadi Education Foundation`s Group of Institutions(Faculty of Computer Applications) (SFI)-Rajkot ,Rajkot,
523 Narmada College of Computer Application(NCCA)(SFI)-Bharuch ,Bharuch,
524 Nootan Sarva Vidyalaya Kelavani Mandal Sanchalit MCA College(SFI),Gujarat,
525 Parul Institute of Engineering & Technology-MCA Programme (SFI)-Vadodara ,Vadodara,
529 Department of MCA Sankalchand Patel College of Engineering (SFI),Gujarat,
531 Sarvajanik College of Engineering & Technology(SFI),Gujarat,
532 Sarvoday College of Management and Technology (MCA) (Integrated campus ) (SFI)-Limdi ,Surendranagar,
533 Shree Swaminarayan Institute of Technology(SFI)-Gandhinagar ,Gandhinagar,
534 Brahmanand institute of computer science(SFI)-Junagadha ,Junagadh,
535 Shri Chimanbhai Patel post Graduate Institute of Computer Applications (SFI)-Ahmedabad ,Ahmadabad,
536 Shri Jairambhai Patel Institute of Business Management & Computer Applications (SFI)-Gandhinagar ,Gandhinagar,
537 Shri Jaysukhlal Vadhar Institute of Management Studies Shri Bipin T. Vadhar College of Management (JVIMS-MCA College)(SFI)-Jamnagar ,Jamnagar,
538 Shri Sunshine Education Trust Group of Institute (Faculty of MCA) (SFI) -Rajkot ,Rajkot,
540 T.N.Rao College of Information Technology (SFI) -Rajkot ,Rajkot,
542 Atmiya Institute of Technology & Science-(Engineering) (SFI) ,Rajkot,
543 Dr. Bharat Barad Institute of Management & Computer Science-Sutrapada (SFI) ,Junagadh,
544 Dr. Subhahsh Pethaljibhai Chavda Ahir Kelvani Mandal's Group of Institutions,Di:Junagadh-(SFI) ,
545 Growmore Group of Institutions (SFI)-Himmatnagar ,Sabar Kantha,
546 K.B.Raval Institute of Computer Studies,Kasturinagar,
547 Murlidhar Group of Institutions(SFI) Bhavnagar-Rajkot Highway,Gujarat,
548 Patel Group of Institutions (SFI) Village-Moti Dau,Gujarat,
549 R.B.Institute of Management Studies (SFI)-Ahmedabad ,Ahmadabad,
551 Smt. Vanitaben Bachubhai Nandola MCA College, Tal.Una,
552 VJKM Institute of Management and Computer Studies, TA- KADI,
554 S SAGARAWAL INSTITUTE OF COMPUTER SCIENCE,Gujarat,
555 SMT K K PATEL MCA COLLEGE,Gujarat,
556 SAMARTH COLLEGE OF COMPUTER APPLICATION HAJIPUR,Gujarat,
557 SMT R O PATEL WOMEN'S MCA COLLEGE,Gujarat,
601 A. Y. Dadabhai Technical Institute,Gujarat,
602 A.V.Parekh Technical Institute,Gujarat,
603 Atmiya institue of Technology & Science for Diploma Studies Yogi Devine Soc,Gujarat,
604 B and B Institute of Technology,Gujarat,
605 B and B Institute of Technology,Gujarat,
606 Butler Polytechnic,Gujarat,
608 Bhagvan Mahavir Polytechnic,Gujarat,
609 C.U.Shah Polytechnic,Gujarat,
610 Christ Polytechnic Institute,Gujarat,
611 Dr.J.N.Maheta Government Polytechnic,Gujarat,
612 Dr.S.& S.S.Gandhi college of Engg. And Technology,Gujarat,
613 Excel Institute of Diploma Studies,Gujarat,
614 Government Girls Polytechnic,Gujarat,
615 Government Girls Polytechnic,Gujarat,
616 Government Polytechnic Aahva-Dang ,The Dangs,
617 Government Polytechnic Ahmedabad ,Ahmadabad,
618 Government Polytechnic Godhra ,Panch Mahals,
619 Government Polytechnic Junagadh ,Jamnagar,
620 Government Polytechnic Rajkot ,Rajkot,
621 Government Polytechnic,Gujarat,
622 Government Polytechnic,Gujarat,
623 Government Polytechnic,Gujarat,
624 Government Polytechnic,Gujarat,
625 Government Polytechnic,Gujarat,
626 Government Polytechnic,Gujarat,
627 Government Polytechnic,Gujarat,
628 Government Polytechnic,Gujarat,
629 Government Polytechnic,Gujarat,
630 Government Polytechnic,Gujarat,
631 K.D.Polytechnic,Gujarat,
632 K.P.Thakkar Swa. Krishanajeevandas Insti of Tech,Gujarat,
633 L.J.Polytechnic,Gujarat,
634 L.E.COLLEGE ,Gujarat,
635 M.L.Institute of Diploma Studies,Gujarat,
636 Merchant Polytechnic,Gujarat,
637 N.G.Patel Polytechnic,Gujarat,
638 Parul Institute of Diploma Studies ,Vadodara,
639 Parul Institute of Diploma Studies,Gujarat,
640 R.C.Technical Institute,Gujarat,
641 R.H.PATEL INSTI. OF TECHNOLOGY,KHEDA ,
642 RMS Polytechnic Waghodiya ,Vadodara,
643 Sarvodaya Polytechnic Institute,Gujarat,
644 B.S.Patel Polytechnic,Gujarat,
645 Shri K.J.Polytechnic,Gujarat,
646 Shri N.M.Gopani Polytechnic institute,Gujarat,
647 Shri Tapi Brahmcharyashram sabha college of Diploma Engg,Gujarat,
648 Sigma Institute of Technology & Engg.( Polytechnic) ,Vadodara,
649 Sir Bhavsinhji Polytechnic Institute,Gujarat,
650 Swami Sacchidanand Polytechnic college,Gujarat,
651 T.F.Gandhidham Polytechnic,Gujarat,
652 Verdhman Bharti Trust Technical Institute Of Diploma Studies,Gujarat,
653 Tolani Foundation,Gujarat,
654 V.P.M.P. Polytechnic,Gujarat,
655 Vallabhbudhi polytechnic,Gujarat,
656 Vidhyabharti Trust Polytechnic Institute,Gujarat,
661 Ved Vyas Polytechnic,Gujarat,
662 Darshan Inst. Of Eng. & Tech. For Diploma Studies,Gujarat,
663 Balaji Insti. Of Eng. & Tech,Gujarat,
664 Atul Polytechnic, Mahudi ,
665 Om Insti. Of Eng.& Technology,Gujarat,
666 S.B. Polytechnic, Vadodara ,
667 Dalia Insti. Of Diploma Studies,Gujarat,
668 Narayanbhai Bhikhabhai Patel Polytechnic, Mehsana ,
669 Savitaben Dahyabhai Patel Polytechnic,Gujarat,
671 Swaminarayan College of Engg., Kalol ,
672 Omshanti Diploma Engg,Gujarat,
674 Aarsh Mahavidyalaya,Rajkot ,
675 F. D.(Mubin) Institute of Engineering & Technology, Bahiyal,
676 H. B. Patel Institute of Diploma Engineering & Technology, Lunavada ,
677 Shree Hari Polytechnic Institute,Gujarat,
678 Balasinor College of Polytechnic,Gujarat,
679 J.J.C.E. Trust Sanchalit N.R.Vekaria Insti. Of Tech. ,Gujarat,
680 Arpit Institute of Engineering & Technology (Diploma),Rajkot ,
681 Smt. R.S.Patel Insti. Of Diploma Engg., Patan ,
682 D.A. Diploma Engg. and Technology,Gujarat,
683 Image Engg. And Technology Institute,Gujarat,
699 ARUN MUCHHALA ENGINEERING COLLEGE KHOKHARA MAHADEV,Gujarat,
701 Ahmedabad Institute Of Technology Gota,Gujarat,
702 Anand Institute Of Management. Anand (SFI) ,Anand,
703 Atmiya Institute Of Technology & Science Rajkot (SFI) ,Rajkot,
704 Bhagwan Mahavir College of Management (MBA)(SFI),Surat. ,
705 C.K.Shah Vijapurwala Institute of Management,Gujarat,
706 C.K.Pithawalla Institute of Management -Surat (SFI) ,Surat,
708 Chaudhari Technical Institute - MBA WOMENS(SFI) ,Gandhinagar,
709 D.L.Patel Institute of Management & Technology-MBA Programme (SFI)-Himmatnagar ,Sabar Kantha,
711 Dr. J.K. Patel Institute of Management(SFI) Vadodara ,Vadodara,
713 Grow More Faculty of Management (SFI),Gujarat,
714 GLS Institute of Computer Technology (GLSICT-MBA)-Ahmedabad (SFI) ,Ahmadabad,
715 GANDHINAGAR INSTITUTE OF TECHNOLOGY,Gujarat,
716 GIDC Rajju Shroff Rofel Institute of Management Studies-Vapi (SFI) ,Valsad,
717 Golden Jubilee Institute of Management & Technology (SFI)-Sidhpur ,Patan,
718 Hasmukh Goswami College of Engineering(SFI)-Vehlal Dahegam ,Ahmadabad,
719 Indu Management Institute -Vadodara (SFI) ,Vadodara,
722 K.K.Parekh Institute of Management Studies (SFI)-Amreli ,Amreli,
724 K.P.Patel School of Management and Computer Studies (KSMCS) - MBA Programmme.(SFI)-Kapadvanj ,Kheda,
725 Kalol Institute of Management (SFI),Gujarat,
727 M.H.Gardi School of Management,Gujarat,
728 L.J. INSTITUTE OF ENGG AND TECH.,Gujarat,
729 L.J.Institute of Management Studies (SFI)-First shift Ahmedabad ,Ahmadabad,
730 L.J.Institute of Engineering & Technology (SFI)-Ahmedabad ,Ahmadabad,
731 Laxmi Institute of Management,Gujarat,
733 Late Smt.Shardaben Ghanshyambhai Patel Institute of Management Studies (SFI)-Dharmaj ,Anand,
735 N.R. Institute of Business Management (GLS-MBA)(SFI)-Ahmedabad ,Ahmadabad,
736 N.R.Vekaria Institute of Business Management Studies (SFI)-Junagadh ,Junagadh,
737 Narmada College of Management (SFI),Gujarat,
738 Noble Engineering College(MBA Course) (SFI) -Bamangam Junagadh ,Junagadh,
739 Nootan Sarva Vidyalaya Kelavani Mandal Sanchalit, Visnagar (SFI) ,
742 Parul Institute of Engineering & Technology-MBA Programme (SFI),Gujarat,
746 R.B. Institute of Management Studies (SFI),Gujarat,
750 S. R. Luthra Institute of Management (SFI)-First shift-SURAT. ,Surat,
751 Sabar Institute of Management (SFI) Gandhinagar-Himmatnagar Highway,Gujarat,
752 Department of Business Management,Gujarat,
753 Samarth Institute of Management (SFI)-Himmatnagar ,Sabar Kantha,
755 Sardar Patel College of Administration & Management (SPCAM) - MBA (SFI),Anand. ,
757 Sarvoday College of Management and Technology (MBA) (Integrated Campus )(SFI)-Limbdi ,Surendranagar,
758 Sri Aurobindo Institute of Management (SFI)-Haripar-Rajkot ,Rajkot,
759 Shree H.N.Shukla College of Management Studies,Gujarat,
760 Shree Leuva Patel Trust MBA Mahila College (SFI)-Amreli Womens Only ,Amreli,
761 Shree Sahajanand Institute of Management (SFI)-Bhavnagar ,Bhavnagar,
762 Shree Samanvay Institute of Business Administration (SFI)-Botad -Bhavnagar. ,Bhavnagar,
764 Shree Saraswati Education Sansthans Group of Institutions,Gujarat,
766 GITANJALI INSTITUTE OF MANAGEMENT STUDIES,Gujarat,
767 Brahmanand Insitute of Management(SFI)-Chaparda Junagadh ,Junagadh,
768 Shri Chimanbhai Patel Institute of Management and Research (SFI)-Ahmedabad ,Ahmadabad,
769 Shri Jairambhai Patel Institute of Business Management & Computer Applications (SJPI)(SFI),Gujarat,
770 Shri Jaysukhlal Vadhar Institute of Management Studies Shri Bipin T. Vadhar College of Management (JVIMS) (SFI)-Jamnagar ,Jamnagar,
771 Shri MH Kadakia Institute of Management & Computer Studies (SFI)-Ankleshwar ,Bharuch,
773 Shri Sunshine Education Trust Group of Institute (Faculty of MBA) (SFI)-Rajkot ,Rajkot,
775 Sigma Institute of Engineering (SFI) -Barrrol-Ta:Waghodiya Di:Vadodara. ,Vadodara,
776 Sigma Institute of Management Studies(SFI)-Bakrol-Vadodara ,Vadodara,
777 Smt.Vanitaben Bachubhai Nandola MBA College (SFI)-Una-Junagadh ,Junagadh,
778 Som-Lalit Institute of Business Management(SFI)Ahmedabad ,Ahmadabad,
781 SRK Institute of Management & Computer Education (SFI)-Anjar Kutchh ,Kachchh,
782 Swami Ghanshyam Jivandasji MBA College (SGJ MBA College)(SFI)-Mandvi Kutchh ,Kachchh,
784 T.N.Rao College of Information Technology (SFI)-Rajkot ,Rajkot,
787 Atmiya Institute of Technology & Science (SFI),Gujarat,
788 C.C.Gardi Institute of Management,Gujarat,
790 Divaba Institute of Management & Computer Application (DIMCA)- Dascroi -(SFI) ,Ahmadabad,
791 Dr. Bharat Barad Institute of Management & Computer Science,Sutrapada,
792 Dr. J.K. Patel Institute of Management-Vadodara (SFI) ,Vadodara,
794 Global Institute of Management (SFI)-Moti Adraj-Di: Gandhinagar ,Gandhinagar,
795 J.H.Patel College of Management & Technology (SFI) , Dahemi,
796 L.J.Institute of Management Studies (SFI)-second Shift Ahmedabad ,Ahmadabad,
797 M.H.Gardi School of Management,Gujarat,
798 Murlidhar Group of Institutions (SFI), Rajkot ,
799 Naran Lala School of Industrial Management & Computer Science- Navsari -(SFI) ,Navsari,
800 Oxford School of Management,Dist: Mehsana-(SFI) ,
801 Param Institute of Management & Research(SFI) .Lakhabavad Road-Jamnagar. ,Jamnagar,
802 Parul Institute of Management (SFI),Gujarat,
803 Patel Group of Institutions (SFI)-Moti Dau,Gujarat,
804 R. H. Patel Institute of Management-Goblaj,Gujarat,
805 S. R. Luthra Institute of Management (SFI) Second Shift -SURAT. ,Surat,
806 S.S.Agrawal Institute of Management & Technology-Navsari-(SFI) ,Navsari,
807 Sal Institute of Management (SFI) , Bhadaj,
810 Shree Swaminarayan Institute of Management & I.T.Porbandar.(SFI) ,Porbandar,
811 Smt. Saralaben Vasantbhai Malaviya School of Management (SFI), Rajkot. ,
814 Vidyabharti Trust Inst.Of technology & Reserch Centre (SFI) -Umrakh Bordoli ,Surat,
816 VJKM Institute of Management and Computer Studies, TA- Kadi-(SFI) ,
818 SMT K K PATEL MBA COLLEGE,Gujarat,
820 SHAYONA INSTITUTE OF BUSINESS MANAGEMENT,Gujarat,
822 INSTITUTE OF TECHNOLOGY & MANAGEMENT UNIVERSITY TECHNICAL CAMPUS PALADI,Gujarat,
AMIRAJ COLLEGE OF ENGINEERING AND TECHNOLOGY ,Ahmadabad,
ASIA PACIFIC INSTITUTE OF HOTEL MANAGEMENT,Gujarat,
ATMIYA INSTITUTE,Gujarat,
Christ Institute of Management,Gujarat,
DR B B A GOVERNMENT POLYTECHNIC ,Dadra & Nagar Haveli,
DR D Y PATIL INSTITUTE OF MANAGEMENT,Gujarat,
DR. SUBHASH TECHNICAL CAMPUS (695) ,Junagadh,
FACULTY OF PHARMACY, VADASMA ,
GUJARAT POWER ENGINEERING & RESEARCH INSTITUTE (104) ,Mahesana,
JASHODABA POLYTECHNIC INSTITUTE,Gujarat,
JAYVANTRAI HARRAI DESAI POLYTECHNIC,Gujarat,
LAXMI INSTITUTE OF TECHNOLOGY, DIPLOMA ,
MADHUBEN AND BHANUBHAI PATEL WOMEN�S ICT COLLEGE,Gujarat,
MARWADI EDUCATION FOUNDATIONS GROUP OF INSTITUTIONS,Gujarat,
MARWADI EDUCATION FOUNDATIONS GROUP OF INSTITUTIONS-FACULTY OF TECHNOLOGY,Gujarat,
NAVSARJAN POLYTECHNIC,Gujarat,
N J SONECHA MANAGEMENT AND TECHNICAL INSTITUTE,Gujarat,
PECIFIC SCHOOL OF ENGINEERING (112) ,Surat,
R B INSTITUTE OF MANAGEMENT STUDIES (SFI)- SECOND SHIFT-NEW-562 ,Ahmadabad,
SANSKAR INSTITUTE OF TECHNOLOGY (953) ,Vadodara,
SARDAR VALLABHBHAI PATEL INSTITUTE OF TECHNOLOGY-530 ,Valsad,
SHREE LAXMINARAYAN DEV COLLEGE OF COMPUTER APPLICATIONS (564) ,Bharuch,
SHREE PANDIT NATHULALJI VYAS TECHNICAL CAMPUS(114) ,Surendranagar,
Shree Satsangi Saket Dham (721) K.J. Institute of Management (SFI)-Vadasma Di:Mehsana ,Mahesana,
The Mandvi Education Society Institute of Business Management and Computer Studies,(812)Di-Surat(SFI) ,
THE MANDVI EDUCATION SOCIETY INSTITUTE OF COMPUTER STUDIES (563) ,Surat,
VALIA POLYTECHNIC COLLEGE ,Bharuch,
VEERAYATAN GROUP OF INSTITUTIONS FACULTY OF ENGG (697) ,Kachchh,
VIDHYADEEP INSTITUTE OF MANAGEMENT & TECHNOLOGY ANITA (KIM),Gujarat,
VIVEK BHARTI TRUST PHARMACY COLLEGE,Gujarat,
Aakar Adhyapan Mandir M. Ed. College ,Ahmadabad,
Adivasi Arts & Commerce College ,Panch Mahals,
A. G. Teachers College ,Ahmadabad,
Ahmedabad Arts and Commerce College ,Ahmadabad,
AHMEDABAD DENTAL COLLEGE,Gujarat,
AHMEDABAD INSTITUTE OF MEDICAL SCIENCES,Gujarat,
AHMEDABAD INSTITUTE OF NURSING SCIENCES,Gujarat,
Akar Adhyapan Mandir ,Ahmadabad,
Akhil Anjana Kelavni Mandal (Chaudhari) College of Computer Application ,Gandhinagar,
Akruti City Gold Institute of Technology ,Ahmadabad,
AMC Medical Education Trust Dental College ,Ahmadabad,
AMC Medical Education Trust Medical College ,Ahmadabad,
ANANT INSTITUTE OF ARCHITECTURE ,Ahmadabad,
Anjuman B. Ed. College ,Kheda,
Anjuman Education Trust M.Ed. College (Gujarati Medium) ,Kheda,
Appolo Hospitals International Lmt. College of Nursing ,Gandhinagar,
Aradhna College of Education ,Gandhinagar,
Aroma College of Commerce ,Ahmadabad,
Arts,Gujarat,
Balaji College of Computer Application ,Vadodara,
B. D. Arts College for Women ,Ahmadabad,
B. Ed. College ,Kheda,
B. Ed. College Singvad (Randhikpar) ,Dohad,
Bhaskaracharya Institute for Space Applications & Geo Informatics ,Gandhinagar,
Bhavan's R. A. College of Arts & Commerce ,Ahmadabad,
Bhavan's R. A. College of Science ,Ahmadabad,
Bhavan's Shri I. L. Pandya Arts, Dakor ,
Bhramanand Institute of Business Administration ,Ahmadabad,
Bio Care Research (India) Pvt. Ltd ,Ahmadabad,
B. J. Katara B. Ed. College ,Dohad,
B. J. Medical College ,Ahmadabad,
B. M. Institute of Mental Health ,Ahmadabad,
Brahmachari Wadi Trust : Institute of Business Administration ,Ahmadabad,
B. V. D. Arts and Commerce College ,Ahmadabad,
B. V. Patel Pharmaceutical & Research Centre ,Ahmadabad,
C. B. Patel Arts College ,Kheda,
C. C. Sheth College of Commerce ,Ahmadabad,
Chaudhari College of Education ,Gandhinagar,
Chaudhari M.Ed. College ,Gandhinagar,
City C. U. Shah Commerce College ,Ahmadabad,
C. N. P. F. Arts & D. N. Science College ,Vadodara,
COLLEGE OF ARCHITECTURE, VASAD ,
COLLEGE OF DENTAL SCIENCE AND RESEARCH CENTRE,Gujarat,
College of Education,Gujarat,
College of Nursing ,Ahmadabad,
C. & S. H. Desai Arts and L. K. L. Doshi Commerce College ,Kheda,
C. U. Shah Arts College ,Ahmadabad,
C. U. Shah Commerce College ,Ahmadabad,
C. U. Shah Science College ,Ahmadabad,
Daulatbhai Trivedi Law College ,Ahmadabad,
Degree College of Physical Education ,Kheda,
Desai C. M. Arts & Commerce College ,Ahmadabad,
Dharmaj College of Education ,Anand,
DHRUV-RUTVIJ COLLEGE OF EDUCATION ,Gandhinagar,
DINSHA PATEL COLLEGE OF NURSING,Gujarat,
Divaba Institute of Business Administration ,Ahmadabad,
Divya Drashti B. Ed. College ,Panch Mahals,
DR B R AMBEDKAR COLLEGE OF NURSING ,Gandhinagar,
F. D. Arts & Commerce College for Women ,Ahmadabad,
G. B. Shah Commerce College ,Ahmadabad,
G C S MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE ,Ahmadabad,
GHANTAKARNA MAHAVIR PHYSIOTHERAPY COLLEGE,Gujarat,
G. L. S. Institute of Commerce ,Ahmadabad,
G. L. S. Institute of Computer Applications ,Ahmadabad,
G. L. S. Institute of Teacher Education ,Ahmadabad,
G. L. S. (J. P. Shah) Institute of Business Administration ,Ahmadabad,
G M E R S MEDICAL COLLEGE,Gujarat,
G M E R S MEDICAL COLLEGE,Gujarat,
GOENKA RESEARCH INSTITUTE OF DENTAL SCIENCES ,Gandhinagar,
Gopalak Vikas Mandal Mahila B. Ed. College (Co-Education) ,Panch Mahals,
Gopalak Vikas Mandal M.Ed. College ,Panch Mahals,
GOVERNMENT ARTS AND COMMERCE COLLEGE,Gujarat,
Government Arts College ,Panch Mahals,
GOVERNMENT ARTS COLLEGE,Gujarat,
Government Arts College,Gujarat,
Government Arts,Dadra & Nagar Haveli,
Government Arts & Commerce,Gujarat,
Government B. Ed. College ,Vadodara,
