start_month,start_year,end_month,end_year,duration_in_months,company_name,designation,pos
1,2014,1,2015,12,Research Assistant,California State University, Fullerton,pos2
1,2011,1,2013,24,Web Developer - Trainee / Web Developer Intern (Government of Gujarat General Administration Department ),HTML,pos3
1,2011,1,2013,24,Web Developer,Government of Gujarat, India,pos4
1,2011,1,2012,12,Employee,Siemens PLM Industry Software,pos0
1,2011,1,2013,24,Test Engineer,SQS India Info system,pos1
1,2014,3,2019,62,Senior System Engineer,Infosys Limited,pos0
1,2014,3,2019,62,Employee,Comcast. CO.,pos0
1,2013,1,2014,12,Employee,Blue Cross Blue Shield,pos1
1,2013,1,2014,12,Employee,Domo Usa.,pos2
1,2013,1,2014,12,Employee,Nterflow,pos3
1,2012,1,2013,12,Employee,Bank of America USA.,pos4
1,2011,1,2012,12,Employee,Ameriprise USA.,pos5
1,2009,1,2010,12,Employee,Visa Usa.,pos6
1,2009,1,2011,24,Employee,IBM Global Financing USA.,pos7
1,2009,1,2013,48,Employee,IBM India,pos8
1,2008,1,2009,12,Lead /Sr.Java Developer,Reliance -MLP,pos9
1,2005,1,2008,36,Employee,Geneva Software Technologies Ltd Bangalore,pos10
1,2004,1,2005,12,J2EE Developer,E- Devices and Solution,pos11
3,2019,3,2019,0,Sr big data,Shubh Business Solutions,pos12
1,2014,1,2015,12,Business Analyst,Copal Amba ( A Moody's Analytics Company),pos0
1,2013,1,2015,24,Business Analyst,Verity Knowledge Solutions Pvt Ltd,pos1
1,2016,1,2018,24,Senior Data Analyst,Digital Aptech Pvt.Ltd,pos0
1,2015,1,2016,12,Data Analyst Intern,Launchpad LA,pos1
1,2015,1,2016,12,Data Analyst,SAFRAN-Morpho,pos2
1,2014,1,2015,12,Software Intern,Red Hat,pos3
1,2014,3,2019,62,Data Scientist,Freelancer, Self- Employed,pos0
1,2013,3,2019,74,Professor,Rgmcet,pos1
1,2013,3,2019,74,Professor Machine leaning and Big data Analytics,RCET bhilai,pos2
1,2009,1,2013,48,Associate Professor,Sangam University,pos3
1,2016,3,2019,38,Senior Engineer( Data Science),Robert Bosch Engineering and Business Solutions,pos0
1,2017,1,2018,12,Data Scientist, Bengaluru Area, India,RightCust.in,pos0
1,2017,1,2018,12,Data Scientist, London, United Kingdom,SnapRapid,pos1
1,2016,1,2017,12,Data Visualization Developer,Remote Intern,San Francisco Bay Area,Datavis Tech,pos2
1,2016,1,2017,12,Student Mentor,ReinventEDU,pos3
1,2016,1,2017,12,Co-Founder and Developer Evangelist, Bengaluru Area, India,DevMEtric,pos4
1,2015,1,2016,12,Research Intern,Excel,pos5
1,2017,1,2018,12,Data Analyst,NKX Real Estate,pos0
1,2016,1,2017,12,Instructional Assistant,University of Houston,pos1
1,2012,1,2013,12,Associate Systems Engineer,IBM GBS,pos2
1,2017,1,2018,12,Data Scientist,Leoforce,pos0
1,2017,3,2019,26,Data Analyst,Niti Aayog (Planning Commission of India),pos1
1,2016,1,2017,12,Volunteer,Action for Autism,pos2
1,2016,1,2017,12,Volunteer,Human Circle,pos3
1,2016,1,2017,12,Data Scientist,Myraa Technologies,pos4
1,2015,1,2016,12,Propel ASV,Make a Difference,pos5
1,2016,1,2017,12,Guest Lecturer (Deep Learning and Statistics),notemybook,pos0
1,2015,1,2016,12,Research Assistant (Data Science),Indian Institute of Management (IIM) Ahmedabad,pos1
1,2015,1,2016,12,Data Science Intern,Wikimedia Foundation,pos2
1,2015,1,2016,12,Data Science Intern,Red Hat,pos3
1,2015,1,2017,24,Incubation Program Director,Ycenter,pos4
1,2015,1,2016,12,Software Engineering Intern,Adapty,pos5
1,2015,1,2016,12,Cognitive Research Intern,Deep Learning and Statistics,pos6
1,2014,1,2015,12,Research Fellow,Indian Institute of Science,pos7
1,2014,1,2015,12,Research Data Analyst,Yourstory.in,pos8
11,2016,3,2019,28,Founder,adleaf labs,pos0
6,2017,3,2019,21,Founder,codepathshala,pos1
8,2018,3,2019,7,Dean - Ghaziabad, India,School of AI,pos2
12,2017,6,2018,6,Sr. Manager- AI & Robotics,Eurys Infosystems Private Limited,pos3
12,2015,12,2016,12,Business Head,Mads Technologies Pvt. Ltd.,pos4
9,2013,8,2016,35,Founder,AdLeaf Technologies Pvt Ltd,pos5
6,2015,12,2015,6,Operation Associate,PepperTap,pos6
10,2013,5,2015,19,Product Owner,Appbulous Software Pvt. Ltd.,pos7
8,2012,8,2013,12,Director,RAD Strong Group,pos8
4,2011,7,2012,15,Assistant Account Manager,Food Corporation of India,pos9
1,2017,1,2018,12,Anomaly Detection in Web Infrastructure System,ORMAE (Operations Research Machine learning & Analytics Experts LLP),pos0
1,2016,1,2017,12,Employee,Optical properties of Acenes IIT Bombay,pos1
1,2016,1,2017,12,Employee,The Analytics Edge Analytics,pos2
1,2017,3,2019,26,Python Programmer,HCL Technologies,pos0
8,2015,9,2016,13,Software QA Engineer,Verifone,pos1
11,2014,8,2015,9,Associate IT Consultant,ITC Infotech,pos2
6,2012,9,2014,27,Software Engineer,Tech Mahindra,pos3
1,2017,1,2018,12,Graduate Research Assistant,University of North Carolina at Charlotte,pos0
1,2017,1,2018,12,Data Science Intern,RxDataScience,pos1
1,2012,1,2016,48,Software Engineer,Atos India,pos2
1,2011,1,2012,12,Research Intern,IBM India Research Labs,pos3
1,2017,5,2019,28,NLP Developer,Synerzip Softech India Pvt. Ltd.,pos0
11,2017,3,2019,16,Data Scientist,Bosch,pos0
7,2014,10,2017,39,Associate Data Scientist,Wipro Technologies,pos1
1,2014,1,2015,12,Employee,Software ArchitectLead Back-end Developer esPronto,pos0
1,2014,3,2019,62,Employee,Consultant / Lead Back-end Developer: NJ/ New York,pos1
1,2005,1,2009,48,Employee,Junior Staff. (Java Flex),pos2
1,2003,1,2005,24,Team Lead,Morgan Stanley,pos3
1,1999,1,2001,24,Senior Technologist,New York,pos4
1,1999,1,2001,24,Senior Technologist,Wit Capital,pos5
1,1997,1,1999,24,Lead Developer,Goldman Sachs,pos6
1,2017,3,2019,26,WORK EXPERIENCE Technical Architect,ApparelFootwearRetailManufacturing industry,pos0
3,2019,3,2019,0,Technical Architect,Aquiire,pos1
1,2011,1,2015,48,Lead Consultant,ITC INFOTECH,pos2
1,2010,1,2011,12,Software engineer - Product,CISCO Video technologies,pos3
1,2008,1,2010,24,Senior Systems Engineer,Infosys Technologies,pos4
1,2007,1,2010,36,Employee,LoginRadius,pos5
1,2016,1,2017,12,NOIDA as Tech Lead,Pragiti Internet Technology Pvt.,pos0
1,2016,1,2017,12,Sr. Technical Lead,Pragiti Internet Technology,pos1
1,2015,1,2016,12,Data Loss Prevention,Cyber Radar Systems,pos2
1,2015,1,2016,12,Technical Lead,AppTad Inc India,pos3
1,2015,1,2016,12,NOIDA as Tech Lead,AppTad Inc Pvt.,pos4
1,2012,1,2015,36,Technical Lead,CSDC Systems India Pvt.,pos5
1,2012,1,2015,36,NOIDA as Tech Lead,CSDC India Pvt.,pos6
1,2010,1,2012,24,Mumbai as Sr. Software Engineer,Navteq Pvt.,pos7
1,2008,1,2010,24,Mumbai as Sr. Software Engineer,Ness Technologies Pvt.,pos8
1,2008,1,2012,48,Sr. Software Engineer,Nokia,pos9
1,2008,1,2012,48,Sr. Software Engineer,Ness Technologies transition to HERE Solutions India Pvt.,pos10
1,2007,1,2008,12,Pune as Sr. Software Engineer,NetMagic Solution Pvt.,pos11
1,2005,1,2006,12,Employee,Innovaxis Technologies.,pos12
1,2005,1,2006,12,Java Developer,Innovaxis Technologies,pos13
1,2017,3,2019,26,Chief Solution Architect / Consultant,CapitaWorld Pvt.,pos0
1,2016,1,2017,12,Consultant - Senior Solution Architect,NEML (NCDEX e Markets Limited),pos1
1,2015,1,2017,24,Freelancer/Consultant/Senior Architect,10i Commerce Services (ShopX),pos2
1,2013,1,2015,24,Individual Contributor,J P Morgan Chase Service,pos3
1,2012,1,2013,12,Sr. Software Engineer,Intalio,pos4
1,2010,1,2012,24,Application Developer,JP Morgan,pos5
1,2007,1,2010,36,Assistant Software Engineer,Tata Consultancy Services,pos6
1,2006,1,2007,12,Employee,Verchaska Infotech Ltd. India,pos7
1,2006,1,2007,12,Software Engineer,Mumbai,pos8
1,2003,1,2004,12,Rahul EduWorld,Mathematics  Statistics,pos9
1,2003,1,2004,12,Mathematics & Statistics Faculty,Rahul EduWorld,pos10
1,2016,6,2016,5,Architect,Indecomm Global Services,pos0
1,2015,12,2015,11,Solution Architect,MakeMeOK.com,pos1
3,2013,10,2014,19,Software Development Senior Advisor,Dell,pos2
9,2011,2,2013,17,Consultant,Microsoft,pos3
12,2008,9,2010,21,Project Manager,ABB,pos4
4,2007,11,2008,19,Project Manager,iGATE,pos5
12,2002,3,2007,51,Programmer Analyst,Infosys,pos6
9,1999,8,2001,23,Software engineer,HCL,pos7
9,2016,3,2019,30,Senior Engineer,Mahindra Comviva Technologies Limited,pos0
4,2015,9,2016,17,Software Developer,Click Labs,pos1
1,2011,3,2019,98,Enterprise Applications Architect,Kenexa - An IBM Company,pos0
1,2004,1,2011,84,Global FX Trading Platform,CITIGROUP,pos1
1,2002,1,2004,24,Director of Software Architecture Group,ICor Brokerage,pos2
1,2000,1,2002,24,Project Manager and Systems Architect,ProCommerce Technologies,pos3
1,1999,1,2000,12,Systems Architect,Savera Systems,pos4
1,1998,1,1999,12,Senior Consultant,Dow Jones Markets,pos5
1,1998,1,1999,12,Systems Architect,D E Shaw  Co.,pos6
1,1995,1,1996,12,Senior Consultant,State Street,pos7
1,1995,1,1998,36,Senior Consultant,Sigma Systems,pos8
1,1984,1,1995,132,Professor,University of Hyderabad,pos9
1,2013,3,2019,74,Principal Architect,GE Transportation,pos0
1,2007,1,2013,72,Chief Software Architect,GE Power,pos1
6,2004,1,2007,31,Lead Software Engineer,GE Power,pos2
8,2000,6,2004,46,Research Engineer,GE Global Research,pos3
1,2010,3,2019,110,Java Architect,ITGRIDS INDIA PVT LTD,pos0
1,2016,3,2019,38,Founder, Founder,DBCent,pos0
3,2019,3,2019,0,Founder,DBCent Business,pos1
1,2015,1,2016,12,Software Development Consultant,Aceware Technologies,pos2
1,2009,1,2014,60,Software Architect,Amdocs Development Center India,pos3
1,2015,3,2019,50,VP Technology - FinTech,ValueLabs (India),pos0
1,2012,1,2015,36,VP Engineering/Technology,Fluentsoft (India),pos1
1,2010,1,2011,12,Director Technology/Architect,Yodlee Infotech (India),pos2
1,2008,1,2010,24,Consultant,Aravo Solutions (US),pos3
1,2004,1,2008,48,Founder, Founding Partner, VP Engineering,Prediction Logic (US),pos4
1,2000,1,2004,48,Senior Architect,Zamba Solutions (US),pos5
1,1998,1,2000,24,Architect,Sapient,pos6
3,2019,3,2019,0,Employee,Co-founder of Business Intelligence Product Company,pos7
1,2015,1,2016,12,Gurgaon - Sr Manager Technology,Ericsson India Pvt Ltd,pos0
1,2014,1,2015,12,Gurgaon - Sr Solution Architect BSS,Mahindra Comviva Technology,pos1
1,2011,1,2014,36,Gurgaon - Technical Manager,Mobisoft Telesolution Pvt.,pos2
1,2009,1,2010,12,(Employee of Gulf Computers) - Consultant,Bharti Telesoft,pos3
1,2009,1,2011,24,Employee,Eclipse Core Java,pos4
1,2009,1,2010,12,Employee,Corporate Billing  Customer Management System (CBCM) - Etisalat UAE,pos5
1,2007,1,2009,24,SQL Developer,use case,pos6
1,2006,1,2007,12,Employee,Servlet,pos7
1,2006,1,2007,12,Employee,RMI,pos8
1,2006,1,2007,12,Employee,Crystal Report,pos9
1,2006,1,2007,12,Employee,Project Estimation for Eulogy Implementation.,pos10
1,2005,1,2006,12,ASN Compiler,Core Java,pos11
1,2005,1,2009,48,Sr. Technical Lead,govt of india,pos12
1,2004,1,2005,12,EJB 2.0,JSP,pos13
1,2001,1,2002,12,SIM Swap,EPIN Sales,pos14
3,2019,3,2019,0,Sr Solution Architect BSS,Ericsson India Global Services,pos15
1,2001,1,2002,12,Customer Interaction Solution (CIS) - E2E solution architect,USSD Menu,pos16
1,2001,1,2005,48,Sr Research Engineer,Ericsson,pos17
3,2019,3,2019,0,Senior Solution Architect,Microsoft technologies and JavaJ2ee architecture,pos18
1,2015,3,2019,50,Architect/ Team Lead/ Sr. Developer/ Business Analyst/Project Co-ordinator,Equifax,pos0
1,2012,1,2015,36,Architect/ Team Lead/ Sr. Developer/ Business Analyst/Project Co-ordinator,InterContinental Hotels Group,pos1
1,2010,1,2011,12,Architect/ Sr. Software Developer,LEVEL Studios,pos2
1,2010,1,2011,12,Architect/ Project Co-ordinator,Unisys Illinois Tollway,pos3
1,2009,1,2010,12,Sr. Software Developer,Fundtech,pos4
1,2008,1,2010,24,Project Lead/ Architect,GA State EPD GA,pos5
1,2007,1,2008,12,Employee,Attract Staffing Inc. CA,pos6
1,2006,1,2007,12,Project Lead,Bajaj Auto,pos7
1,2006,1,2007,12,Team Lead,IntelliHealth Inc. CA,pos8
1,2004,1,2005,12,Employee,WebSym Technologies,pos9
1,2003,1,2004,12,Employee,Santron India,pos10
1,2002,1,2003,12,Employee,Kirloskar Brothers Ltd India,pos11
1,2017,1,2018,12,Contributor (Remote),Kuvera,pos0
1,2015,3,2019,50,Software Architect,Kitpay,pos1
1,2013,1,2015,24,Founder, Co-Founder and VP of Engineering,Bondable,pos2
1,2013,1,2015,24,Founder, Co-Founder and VP of Engineering,Typeless (Trigmatic Ltd. UK),pos3
1,2011,1,2013,24,Founder, Cofounder and Developer,actwitty,pos4
1,2009,1,2011,24,Sofware Engineer,Amagi Media Labs,pos5
1,2006,1,2009,36,Senior Engineer - Software,SiRF Technologies India Pvt,pos6
1,2004,1,2006,24,Senior Software Engineer,Samsung Electronics,pos7
1,2002,1,2004,24,Software Engineer,Infosys Technologies,pos8
1,2018,1,2019,12,Software Development Engineer Intern,Amazon,pos0
1,2016,1,2017,12,Full stack developer,DCP InfoTech,pos1
1,2016,1,2017,12,Software Engineer,Facebook India Online Services Pvt.,pos0
1,2015,1,2016,12,Research Intern / AND INTERNSHIPS,Microsoft Research,pos1
1,2015,1,2016,12,Research Intern,Microsoft Research India,pos2
1,2015,1,2016,12,Software Engineer,Microsoft India R&D Pvt.,pos3
1,2014,1,2015,12,Employee,Soliton Technologies,pos4
1,2014,1,2015,12,Intern,Computer Vision,pos5
1,2013,1,2014,12,Hardware Intern,Avasarala Technologies Pvt.,pos6
1,2013,1,2014,12,Hardware Engineer, Intern,Avasarala Technologies,pos7
1,2013,1,2014,12,Template-Based Active Contours,Indian Institute of Science,pos8
3,2019,3,2019,0,Software Engineer,Truebil,pos9
1,2014,1,2015,12,Technical Program Manager,IMS Health,pos0
1,2014,3,2019,62,Senior Software Development Manager,Vertafore,pos1
1,2013,1,2014,12,Data Platform Architect,Visible Brands,pos2
1,2003,1,2013,120,Senior Program Manager,Microsoft Corporation,pos3
1,2002,1,2004,24,Research Assistant,University of New Mexico,pos4
1,1998,1,2000,24,Software Developer,Computer Multimedia Systems,pos5
1,1997,1,1998,12,Software Developer Intern,InnoVinn,pos6
1,2016,3,2019,38,Lead Programmer,Pixeltek Gaming Solutions,pos0
1,2014,1,2016,24,Partner,The Labs,pos1
1,2013,1,2014,12,R&D Engineer,Prime Focus,pos2
1,2012,1,2013,12,R & D Engineer,One Animation,pos3
1,2010,1,2012,24,CG Programmer,Reliance Media Works,pos4
1,2008,1,2010,24,CG Programmer,Eyeqube Studios,pos5
1,2007,1,2008,12,CG Programmer,Anibrain Technologies India,pos6
1,2006,1,2007,12,Render IO Coordinator,Rhythm & Hues Studios,pos7
1,2017,3,2019,26,Graduate Assistant,San Jose State University,pos0
1,2017,3,2019,26,Research Assistant,San Jose State University Research Foundation,pos1
1,2015,1,2016,12,Software Engineer,Immaculate Integrated Technology Solutions,pos2
1,2014,1,2015,12,Software Engineering Intern,Adisoft Tech Private,pos3
1,2012,1,2013,12,Intern,NIIT,pos4
1,2017,3,2019,26,Assistant,Texas Transportation Institute,pos0
1,2016,1,2017,12,Software R&D Engineer,Dassault Sytèmes,pos1
1,2014,1,2016,24,Robotics Engineer,Bajaj Auto,pos2
1,2013,1,2014,12,Summer Research Intern,Indian Institute of Science,pos3
1,2011,1,2014,36,Employee,NITC,pos4
1,2017,3,2019,26,Lead Developer,Programming Express Pvt.,pos0
4,2017,3,2019,23,Software Developer,Bluestone Mortgages,pos0
6,2016,2,2017,8,Aerodynamics Software Developer,Manor Racing F1 Team,pos1
8,2014,5,2016,21,Lead Engineer,ABCO India,pos2
8,2012,8,2014,24,Senior Software Engineer,ABCO India,pos3
6,2010,7,2012,25,Senior Software Engineer,Philips Healthcare,pos4
1,2007,6,2010,41,Project Engineer,Wipro Technologies,pos5
4,2008,3,2019,131,Senior Software Engineer,Runaware Software Pvt Ltd,pos0
9,2014,3,2019,54,Technical Lead,Synerzip,pos0
1,2017,1,2018,12,Systems Engineer,Infosys Ltd.,pos0
1,2015,1,2016,12,Management Intern @ Times Response,Bennett Coleman & Co.,pos1
1,2014,1,2015,12,IT Intern,Jubliant Life Sciences,pos2
1,2014,1,2015,12,Trainee IIT Kanpur,Academy Of Computing Activities,pos3
1,2018,1,2019,12,Software Engineer / Fullstack Developer,Innovation Incubator,pos0
1,2017,1,2018,12,Front End Developer,Blu-PA,pos1
1,2016,3,2019,38,Developer,Cristel Innovations,pos2
1,2016,3,2019,38,Founder, Co-Founder,Cre8 Hires,pos0
1,2012,1,2013,12,Director of Recruiting for Vircon that was acquired by Diversant LLC,Diversant LLC (contracted to Bank of America – Merrill Lynch),pos1
1,2009,1,2016,84,Recruiting Manager,Blackstone Technology Group,pos2
1,2005,1,2008,36,Offshore Recruiting Manager,Ascent Services Group,pos3
1,2015,3,2019,50,Sr. Technical Recruiter,SocialDoor (San Francisco Bay Area),pos0
1,2014,1,2015,12,Founder, Founder,Global Stafng Agency (Delhi),pos1
1,2008,1,2015,84,Assistant Manager Human Resource,Mother,pos2
1,2007,1,2008,12,Executive HR,A.S.Technologies (Delhi),pos3
1,2007,1,2008,12,Executive HR,Navisite India Pvt. Ltd. (Gurgaon),pos4
3,2019,3,2019,0,Employee,SocialDoor (Startup - location based social network),pos5
1,2015,3,2019,50,Manager - Talent Acquisition,Cognitive Infotech India Private,pos0
1,2015,3,2019,50,Manager - Talent Acquisition / Senior Manager - Business Development & Talent Management,Cognitive Infotech Pvt. Ltd. Development Center,pos1
1,2013,1,2014,12,Business Development Executive,Saazvat Technologies Pvt. Ltd Development Center,pos2
1,2013,1,2015,24,Recruitment Lead,D-Rish Technology Services Development Center,pos3
1,2012,1,2013,12,Business Development Executive,Vagus Technologies Pvt. Ltd Development Center,pos4
1,2015,1,2017,24,Sr. Recruitment Executive,Aufait Technologies Pvt.,pos0
1,2015,3,2019,50,Sr. Executive Recruitment,Aufait Technologies,pos1
1,2013,1,2015,24,Sr. IT Recruiter,VLS Consulting,pos2
1,2012,1,2013,12,Technical Recruiter,Serve First Professional,pos3
1,2018,3,2019,14,Founder, Founder l Principal Partner - Tina@hunterhouseconsulting.com,Hunter House Consulting,pos0
1,2018,3,2019,14,Senior Recruitment Consultant,Talent House,pos1
1,2017,3,2019,26,Mentor (Volunteer),CareerVillage.org,pos2
1,2016,1,2018,24,Manager, Talent Acquisition - Research & Innovation,L'Oreal,pos3
1,2012,1,2016,48,Head of Executive Search,RRD Partners,pos4
1,2010,1,2011,12,Corporate HR Coordinator (Contract),Advanced Health Media,pos5
1,2010,1,2011,12,Recruiter / Staffing Coordinator,Express Employment Professionals,pos6
1,2010,1,2011,12,Staffing Manager,Robert Half International,pos7
1,2010,1,2012,24,Director of Staffing,The A Team Group of Companies,pos8
1,2008,1,2009,12,Sr. Technical Recruiter,World Digital Website Development,pos0
3,2019,3,2019,0,Employee,Cognisoft Technologies,pos1
1,2018,3,2019,14,HRM Consultant,VibraVid,pos2
1,2018,1,2019,12,Senior Technical Account Manager,Globibo,pos3
3,2019,3,2019,0,CEO & Founder,33DesignStudio.com,pos4
1,2017,1,2018,12,Senior Technical Account Manager,Convoy,pos5
1,2017,1,2018,12,Senior Technical Account Manager,Convoy,pos6
1,2017,1,2018,12,Senior Technical Account Manager,Oak Tree Management,pos7
1,2017,1,2018,12,Senior Technical Account Manager,Convoy,pos8
1,2017,1,2018,12,Senior Technical Account Manager,Convoy,pos9
3,2019,3,2019,0,Employee,Cognisoft Technologies,pos10
1,2014,3,2019,62,Country Head / Director India,CogniSoft Technologies,pos11
1,2013,1,2014,12,Sr. Technical Recruiter,Global Technology Partners,pos12
1,2013,1,2014,12,Sr. Technical Recruiter,The Brite group,pos13
1,2012,1,2013,12,Sr. Technical Recruiter,DBDS Consulting,pos14
1,2011,1,2012,12,Senior Technical Account Manager,Dot Star Technology,pos15
1,2011,1,2012,12,Sr. Technical Recruiter,Fisil,pos16
1,2011,1,2012,12,Sr. Technical Recruiter,Dotstar Technology,pos17
1,2010,1,2011,12,Sr. Technical Recruiter,Sarammi Recruiting and Headhunting Specialists,pos18
3,2019,3,2019,0,Founder,Cognisoft Technologies,pos19
1,2010,1,2011,12,Sr. Technical Recruiter,DatPro Staffing Solutions,pos20
1,2010,1,2011,12,Sr. Technical Recruiter,Sarammi Recruiting  Headhunting Services,pos21
1,2010,1,2011,12,Sr. Technical Recruiter,Dat pro Staffing Solutions,pos22
1,2009,1,2010,12,Sr. Technical Recruiter,Zion Tech Group,pos23
1,2009,1,2010,12,Sr. Technical Recruiter,Rogeri Consulting,pos24
1,2008,1,2009,12,Sr. Technical Recruiter,Rellio,pos25
1,2008,1,2009,12,Sr. Technical Recruiter,Rellio Corporation',pos26
3,2019,3,2019,0,Founder,Cognisoft Technologies,pos27
1,2016,3,2019,38,Recruitment Executive,Cognizant Technology Solutions,pos0
1,2014,1,2016,24,Recruitment Enabler,HCL Technologies,pos1
1,2011,1,2014,36,Analyst - Leadership Hiring,Ramsol,pos2
1,2015,3,2019,50,Director of Talent Acquisition,Jornaya,pos0
1,2011,1,2012,12,Senior Technical Recruiter,Configuration Management,pos1
1,2011,3,2019,98,Senior Technical Recruiter,Talon Professional Services,pos2
1,2010,1,2011,12,Recruiting Project Manager - PMO- New Hire Requisition Management,Dow Jones,pos3
1,2009,1,2010,12,Executive Recruiter,The Execu-Search Group,pos4
1,2008,1,2009,12,HR and Sales Recruiter,Agilysys Technologies,pos5
1,2004,1,2008,48,Manager, Workforce Planning/Talent Acquisition,IBMPrinceton Softech,pos6
1,1996,1,2004,96,Market Manager,Kforce Professional Staffing,pos7
1,2016,3,2019,38,Associate Director,Anzy Careers,pos0
1,2015,1,2016,12,Employee,GlobalHunt India,pos1
1,2004,1,2011,84,Business Manager,CareerNet Consulting,pos2
1,2013,3,2019,74,Recruiting Specialist,Redolent technologies,pos0
1,2012,1,2013,12,Immigration Recruiter,HCL Technologies,pos1
1,2006,1,2007,12,Recruiter,Software Experts Group Inc., Woodbridge, NJ,pos2
1,2006,1,2009,36,Senior Staffing Recruiter & Human Resources Generalist,V R One Inc., Jersey City, NJ,pos3
1,2004,1,2005,12,Recruiter,Self-Actualize Inc., Mumbai, India,pos4
6,2000,3,2019,225,Head - CXO & Board hiring,Executive Search India Ltd,pos0
4,1995,4,1996,12,Rating Analyst,CRISIL Limited,pos1
3,2014,3,2019,60,Director - Executive Search (Pan India Market),Crescendo Global | Leadership Hiring & Executive Search,pos0
4,2010,5,2012,25,Technology Consultant - Global Consulting Practice,Tata Consultancy Services,pos1
2,2015,3,2019,49,Executive Search Consultant,Trinau,pos0
9,2014,12,2014,3,Senior Consultant,Kelly Services India,pos1
10,2010,12,2011,14,Senior Recruitment Executive,Cybage,pos2
9,2008,10,2010,25,Assistant Consultant,Ma Foi Randstad,pos3
9,2007,8,2008,11,Consultant,HCL Technologies,pos4
7,2013,3,2019,68,Technical Talent Acquisition Recruiter,Walmart Labs, Platform, VUDU, Retail, Sam's Club.com, University Hiring,pos0
1,2011,5,2013,28,Sr Technical Recruiter,Palo Alto Staffing,pos1
11,2009,11,2010,12,Sr. Technical Recruiting Specialist/Program Manager,Amazon.com,pos2
1,2004,1,2007,36,Sr Technical Recruiter,Nelson Family of Companies,pos3
1,2004,7,2004,6,Sr Technical Recruiter,Robert Half International,pos4
8,1999,9,2002,37,Lead Technical Recruiter,Keane,pos5
3,1997,3,1999,24,Program Manager/Technical Recruiter,Infobase,pos6
7,2017,3,2018,8,Business Unit Manager,GlobalHunt,pos0
11,2016,2,2017,3,Manager - Leadership Hiring,Ad Astra Consultants,pos1
8,2013,7,2016,35,Leadership Hiring,Adecco Group,pos2
3,2012,5,2013,14,Account Lead - Leadership Hiring (KPO/ BPO /BFSI/ Pharma/Banking Captives),Live Connections Staffing Services,pos3
12,2009,1,2011,13,Recruitment Specialist,Working Mindss HR Services,pos4
9,2006,11,2009,38,Sr.HR - Talent Acquisition,Sitel India Limited / ITC Infotech,pos5
1,2006,8,2006,7,HR Executive,Vertis & Barrow,pos6
3,2017,3,2019,24,Search Partner,Executive Search Partner,pos0
7,2015,3,2019,44,Executive Search Consultant,Independent,pos1
8,2016,9,2016,1,Consultant,Cascade Insights - B2B Market Research Exclusively for Technology Companies,pos2
3,2013,3,2015,24,Senior Search Consultant,EMA Partners India,pos3
6,2011,3,2013,21,Manager Search,Wenger & Watson Inc.,pos4
1,2010,1,2011,12,Lead Staffing,TML Inc,pos5
1,2007,1,2010,36,Creative Head and Founder,Little Expressions,pos6
1,2002,1,2005,36,Lead consultant,Wenger & Watson Inc.,pos7
1,2001,1,2002,12,Customer Service Representative,Mphasis,pos8
8,2018,3,2019,7,Associate Recruiter - Advanced Technology & Professional Services,Korn Ferry,pos0
1,2016,2,2017,13,Senior Associate,Executive Access,pos1
7,2015,1,2016,6,Associate,Futurestep, A Korn Ferry Company,pos2
1,2013,7,2015,30,Research Associate,Heidrick & Struggles,pos3
9,2017,3,2019,18,Founder,Appointers,pos0
6,2016,4,2017,10,Sr. HR Consultant,CAREER SHAPERS HR CONSULTING (P) LTD. (An ISO 9001:2008 certified Company ),pos1
7,2012,7,2014,24,Senior Human Resource Executive,Firstcall HResource Pvt. Ltd.,pos2
1,2011,7,2012,18,Senior Human Resource Executive (Recruitment & Generalist),Indiegrow Human Capital Services,pos3
7,2010,1,2011,6,HR Consultant,Apropos Careers Pvt Ltd,pos4
6,2010,7,2010,1,Training Project,Bharti Axa Life Insurance Co. Ltd,pos5
1,2018,3,2019,14,Recruiter in Chief,PoachMe.IO,pos0
12,2007,3,2019,135,Executive Recruiting & Talent Acquisition Services,Fox Recruiting Group,pos1
10,2012,1,2018,63,Founder,Recruitmates,pos2
2,2016,1,2017,11,Talent Acquisition Consultant,Blizzard Entertainment,pos3
6,2015,1,2016,7,Executive Recruiting Consultant,Johnson Controls,pos4
4,2011,8,2012,16,Vice President, Global Talent Acquisition,Catalent Pharma Solutions,pos5
3,2002,3,2004,24,Executive Recruiter,Microsoft,pos6
2,2001,2,2002,12,Principal,Korn Ferry International,pos7
4,2011,3,2019,95,Engaging Clients with Executive Search & Selection to hire for Top Talent,Organisation of high repute,pos0
10,2009,3,2011,17,Best Jobs Manpower Consultants,Mahim,pos1
10,2008,7,2009,9,Hr Recruiter,Jobbuzz Consultancy,pos2
1,2016,1,2017,12,Member of Technical Staff,Securifi Embedded Systems Pvt Ltd India,pos0
1,2018,3,2019,14,Embedded Software Developer,Comtel Solutions Pte.,pos0
1,2015,1,2017,24,Embedded Software Engineer,Fargo Telecom Technologies,pos1
10,2017,3,2019,17,Software Architect (Storage),Hewlett Packard Enterprise,pos0
5,2016,10,2017,17,Staff Engineer,Seagate Technology,pos1
6,2010,9,2015,63,Member Technical Staff 4,NetApp,pos2
8,2008,6,2010,22,Software Engineer III,Atheros Communications,pos3
12,2005,10,2007,22,Software Design Engineer II,Microsoft,pos4
9,2003,10,2005,25,Kernel Development Lead,TidalData Solutions,pos5
